"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS3_48","PUBLISHED","2010","AMR","PAN","418","","","",""
"WHS3_48","PUBLISHED","2011","AMR","PAN","354","","","",""
"WHS3_48","PUBLISHED","2006","WPR","PNG","93938","","","",""
"WHS3_48","PUBLISHED","2007","WPR","PNG","86955","","","",""
"WHS3_48","PUBLISHED","2008","WPR","PNG","84452","","","",""
"WHS3_48","PUBLISHED","2009","WPR","PNG","77758","","","",""
"WHS3_48","PUBLISHED","2010","WPR","PNG","93956","","","",""
"WHS3_48","PUBLISHED","2011","WPR","PNG","80928","","","",""
"WHS3_48","PUBLISHED","2006","AMR","PRY","823","","","",""
"WHS3_48","PUBLISHED","2007","AMR","PRY","1341","","","",""
"WHS3_48","PUBLISHED","2008","AMR","PRY","348","","","",""
"WHS3_48","PUBLISHED","2009","AMR","PRY","91","","","",""
"WHS3_48","PUBLISHED","2010","AMR","PRY","27","","","",""
"WHS3_48","PUBLISHED","2011","AMR","PRY","10","","","",""
"WHS3_48","PUBLISHED","2006","AMR","PER","64925","","","",""
"WHS3_48","PUBLISHED","2007","AMR","PER","50797","","","",""
"WHS3_48","PUBLISHED","2008","AMR","PER","42214","","","",""
"WHS3_48","PUBLISHED","2009","AMR","PER","36886","","","",""
"WHS3_48","PUBLISHED","2010","AMR","PER","29174","","","",""
"WHS3_48","PUBLISHED","2011","AMR","PER","22878","","","",""
"WHS3_48","PUBLISHED","2006","WPR","PHL","35405","","","",""
"WHS3_48","PUBLISHED","2007","WPR","PHL","36234","","","",""
"WHS3_48","PUBLISHED","2008","WPR","PHL","23653","","","",""
"WHS3_48","PUBLISHED","2009","WPR","PHL","19316","","","",""
"WHS3_48","PUBLISHED","2010","WPR","PHL","18560","","","",""
"WHS3_48","PUBLISHED","2011","WPR","PHL","9552","","","",""
"WHS3_48","PUBLISHED","2006","WPR","KOR","2021","","","",""
"WHS3_48","PUBLISHED","2007","WPR","KOR","2192","","","",""
"WHS3_48","PUBLISHED","2008","WPR","KOR","1023","","","",""
"WHS3_48","PUBLISHED","2009","WPR","KOR","1309","","","",""
"WHS3_48","PUBLISHED","2010","WPR","KOR","1716","","","",""
"WHS3_48","PUBLISHED","2011","WPR","KOR","774","","","",""
"WHS3_48","PUBLISHED","2006","EUR","RUS","11","","","",""
"WHS3_48","PUBLISHED","2007","EUR","RUS","0","","","",""
"WHS3_48","PUBLISHED","2008","EUR","RUS","0","","","",""
"WHS3_48","PUBLISHED","2009","EUR","RUS","0","","","",""
"WHS3_48","PUBLISHED","2010","EUR","RUS","0","","","",""
"WHS3_48","PUBLISHED","2011","EUR","RUS","0","","","",""
"WHS3_48","PUBLISHED","2006","AFR","RWA","573686","","","",""
"WHS3_48","PUBLISHED","2007","AFR","RWA","382686","","","",""
"WHS3_48","PUBLISHED","2008","AFR","RWA","316242","","","",""
"WHS3_48","PUBLISHED","2009","AFR","RWA","698745","","","",""
"WHS3_48","PUBLISHED","2010","AFR","RWA","638669","","","",""
"WHS3_48","PUBLISHED","2011","AFR","RWA","208858","","","",""
"WHS3_48","PUBLISHED","2006","AFR","STP","5146","","","",""
"WHS3_48","PUBLISHED","2007","AFR","STP","2421","","","",""
"WHS3_48","PUBLISHED","2008","AFR","STP","6258","","","",""
"WHS3_48","PUBLISHED","2009","AFR","STP","6182","","","",""
"WHS3_48","PUBLISHED","2010","AFR","STP","2740","","","",""
"WHS3_48","PUBLISHED","2011","AFR","STP","8442","","","",""
"WHS3_48","PUBLISHED","2006","EMR","SAU","270","","","",""
"WHS3_48","PUBLISHED","2007","EMR","SAU","467","","","",""
"WHS3_48","PUBLISHED","2008","EMR","SAU","61","","","",""
"WHS3_48","PUBLISHED","2009","EMR","SAU","58","","","",""
"WHS3_48","PUBLISHED","2010","EMR","SAU","29","","","",""
"WHS3_48","PUBLISHED","2011","EMR","SAU","69","","","",""
"WHS3_48","PUBLISHED","2006","AFR","SEN","49366","","","",""
"WHS3_48","PUBLISHED","2007","AFR","SEN","118332","","","",""
"WHS3_48","PUBLISHED","2008","AFR","SEN","241926","","","",""
"WHS3_48","PUBLISHED","2009","AFR","SEN","165933","","","",""
"WHS3_48","PUBLISHED","2006","AFR","SLE","4932","","","",""
"WHS3_48","PUBLISHED","2008","AFR","SLE","154459","","","",""
"WHS3_48","PUBLISHED","2009","AFR","SLE","646808","","","",""
"WHS3_48","PUBLISHED","2010","AFR","SLE","934028","","","",""
"WHS3_48","PUBLISHED","2011","AFR","SLE","638859","","","",""
"WHS3_48","PUBLISHED","2006","WPR","SLB","75337","","","",""
"WHS3_48","PUBLISHED","2007","WPR","SLB","65404","","","",""
"WHS3_48","PUBLISHED","2008","WPR","SLB","40535","","","",""
"WHS3_48","PUBLISHED","2009","WPR","SLB","33002","","","",""
"WHS3_48","PUBLISHED","2010","WPR","SLB","39704","","","",""
"WHS3_48","PUBLISHED","2011","WPR","SLB","26657","","","",""
"WHS3_48","PUBLISHED","2006","EMR","SOM","16430","","","",""
"WHS3_48","PUBLISHED","2007","EMR","SOM","16675","","","",""
"WHS3_48","PUBLISHED","2008","EMR","SOM","36905","","","",""
"WHS3_48","PUBLISHED","2009","EMR","SOM","25202","","","",""
"WHS3_48","PUBLISHED","2010","EMR","SOM","24553","","","",""
"WHS3_48","PUBLISHED","2011","EMR","SOM","3351","","","",""
"WHS3_48","PUBLISHED","2006","AFR","ZAF","12098","","","",""
"WHS3_48","PUBLISHED","2007","AFR","ZAF","6327","","","",""
"WHS3_48","PUBLISHED","2008","AFR","ZAF","7796","","","",""
"WHS3_48","PUBLISHED","2009","AFR","ZAF","2759","","","",""
"WHS3_48","PUBLISHED","2010","AFR","ZAF","3875","","","",""
"WHS3_48","PUBLISHED","2011","AFR","ZAF","9866","","","",""
"WHS3_48","PUBLISHED","2008","EMR","SSD","52011","","","",""
"WHS3_48","PUBLISHED","2010","EMR","SSD","900283","","","",""
"WHS3_48","PUBLISHED","2011","EMR","SSD","112024","","","",""
"WHS3_48","PUBLISHED","2006","SEAR","LKA","591","","","",""
"WHS3_48","PUBLISHED","2007","SEAR","LKA","198","","","",""
"WHS3_48","PUBLISHED","2008","SEAR","LKA","649","","","",""
"WHS3_48","PUBLISHED","2009","SEAR","LKA","531","","","",""
"WHS3_48","PUBLISHED","2010","SEAR","LKA","632","","","",""
"WHS3_48","PUBLISHED","2011","SEAR","LKA","124","","","",""
"WHS3_48","PUBLISHED","2006","EMR","SDN","721233","","","",""
"WHS3_48","PUBLISHED","2007","EMR","SDN","686908","","","",""
"WHS3_48","PUBLISHED","2008","EMR","SDN","569296","","","",""
"WHS3_48","PUBLISHED","2009","EMR","SDN","711462","","","",""
"WHS3_48","PUBLISHED","2010","EMR","SDN","720557","","","",""
"WHS3_48","PUBLISHED","2011","EMR","SDN","506806","","","",""
"WHS3_48","PUBLISHED","2006","AMR","SUR","3289","","","",""
"WHS3_48","PUBLISHED","2007","AMR","SUR","1741","","","",""
"WHS3_48","PUBLISHED","2008","AMR","SUR","2709","","","",""
"WHS3_48","PUBLISHED","2009","AMR","SUR","1355","","","",""
"WHS3_48","PUBLISHED","2010","AMR","SUR","1712","","","",""
"WHS3_48","PUBLISHED","2011","AMR","SUR","750","","","",""
"WHS3_48","PUBLISHED","2006","AFR","SWZ","155","","","",""
"WHS3_48","PUBLISHED","2007","AFR","SWZ","84","","","",""
"WHS3_48","PUBLISHED","2008","AFR","SWZ","58","","","",""
"WHS3_48","PUBLISHED","2009","AFR","SWZ","106","","","",""
"WHS3_48","PUBLISHED","2010","AFR","SWZ","268","","","",""
"WHS3_48","PUBLISHED","2011","AFR","SWZ","549","","","",""
"WHS3_48","PUBLISHED","2006","EMR","SYR","0","","","",""
"WHS3_48","PUBLISHED","2007","EMR","SYR","0","","","",""
"WHS3_48","PUBLISHED","2008","EMR","SYR","0","","","",""
"WHS3_48","PUBLISHED","2009","EMR","SYR","0","","","",""
"WHS3_48","PUBLISHED","2010","EMR","SYR","0","","","",""
"WHS3_48","PUBLISHED","2011","EMR","SYR","0","","","",""
"WHS3_48","PUBLISHED","2006","EUR","TJK","1343","","","",""
"WHS3_48","PUBLISHED","2007","EUR","TJK","635","","","",""
"WHS3_48","PUBLISHED","2008","EUR","TJK","314","","","",""
"WHS3_48","PUBLISHED","2009","EUR","TJK","164","","","",""
"WHS3_48","PUBLISHED","2010","EUR","TJK","111","","","",""
"WHS3_48","PUBLISHED","2011","EUR","TJK","65","","","",""
"WHS3_48","PUBLISHED","2006","SEAR","THA","30294","","","",""
"WHS3_48","PUBLISHED","2007","SEAR","THA","33178","","","",""
"WHS3_48","PUBLISHED","2008","SEAR","THA","28569","","","",""
"WHS3_48","PUBLISHED","2009","SEAR","THA","29462","","","",""
"WHS3_48","PUBLISHED","2010","SEAR","THA","32480","","","",""
"WHS3_48","PUBLISHED","2011","SEAR","THA","24897","","","",""
"WHS3_48","PUBLISHED","2006","SEAR","TLS","37896","","","",""
"WHS3_48","PUBLISHED","2007","SEAR","TLS","52813","","","",""
"WHS3_48","PUBLISHED","2008","SEAR","TLS","51260","","","",""
"WHS3_48","PUBLISHED","2009","SEAR","TLS","47527","","","",""
"WHS3_48","PUBLISHED","2010","SEAR","TLS","48137","","","",""
"WHS3_48","PUBLISHED","2011","SEAR","TLS","19739","","","",""
"WHS3_48","PUBLISHED","2007","AFR","TGO","221110","","","",""
"WHS3_48","PUBLISHED","2008","AFR","TGO","344862","","","",""
"WHS3_48","PUBLISHED","2009","AFR","TGO","391338","","","",""
"WHS3_48","PUBLISHED","2010","AFR","TGO","617101","","","",""
"WHS3_48","PUBLISHED","2011","AFR","TGO","519450","","","",""
"WHS3_48","PUBLISHED","2006","EUR","TUR","751","","","",""
"WHS3_48","PUBLISHED","2007","EUR","TUR","313","","","",""
"WHS3_48","PUBLISHED","2008","EUR","TUR","166","","","",""
"WHS3_48","PUBLISHED","2009","EUR","TUR","38","","","",""
"WHS3_48","PUBLISHED","2010","EUR","TUR","0","","","",""
"WHS3_48","PUBLISHED","2011","EUR","TUR","0","","","",""
"WHS3_48","PUBLISHED","2006","EUR","TKM","0","","","",""
"WHS3_48","PUBLISHED","2007","EUR","TKM","0","","","",""
"WHS3_48","PUBLISHED","2008","EUR","TKM","0","","","",""
"WHS3_48","PUBLISHED","2009","EUR","TKM","0","","","",""
"WHS3_48","PUBLISHED","2010","EUR","TKM","0","","","",""
"WHS3_48","PUBLISHED","2006","AFR","UGA","867398","","","",""
"WHS3_48","PUBLISHED","2007","AFR","UGA","1045378","","","",""
"WHS3_48","PUBLISHED","2008","AFR","UGA","979298","","","",""
"WHS3_48","PUBLISHED","2009","AFR","UGA","1301337","","","",""
"WHS3_48","PUBLISHED","2010","AFR","UGA","1581160","","","",""
"WHS3_48","PUBLISHED","2011","AFR","UGA","231873","","","",""
"WHS3_48","PUBLISHED","2006","AFR","TZA","1928296","","","",""
"WHS3_48","PUBLISHED","2007","AFR","TZA","1845917","","","",""
"WHS3_48","PUBLISHED","2008","AFR","TZA","67","","","",""
"WHS3_48","PUBLISHED","2009","AFR","TZA","40","","","",""
"WHS3_48","PUBLISHED","2006","EUR","UZB","60","","","",""
"WHS3_48","PUBLISHED","2007","EUR","UZB","30","","","",""
"WHS3_48","PUBLISHED","2008","EUR","UZB","7","","","",""
"WHS3_48","PUBLISHED","2009","EUR","UZB","0","","","",""
"WHS3_48","PUBLISHED","2010","EUR","UZB","3","","","",""
"WHS3_48","PUBLISHED","2011","EUR","UZB","0","","","",""
"WHS3_48","PUBLISHED","2006","WPR","VUT","8055","","","",""
"WHS3_48","PUBLISHED","2007","WPR","VUT","5471","","","",""
"WHS3_48","PUBLISHED","2008","WPR","VUT","3765","","","",""
"WHS3_48","PUBLISHED","2009","WPR","VUT","4189","","","",""
"WHS3_48","PUBLISHED","2010","WPR","VUT","8169","","","",""
"WHS3_48","PUBLISHED","2011","WPR","VUT","4820","","","",""
"WHS3_48","PUBLISHED","2006","AMR","VEN","37062","","","",""
"WHS3_48","PUBLISHED","2007","AMR","VEN","41243","","","",""
"WHS3_48","PUBLISHED","2008","AMR","VEN","31483","","","",""
"WHS3_48","PUBLISHED","2009","AMR","VEN","35100","","","",""
"WHS3_48","PUBLISHED","2010","AMR","VEN","45155","","","",""
"WHS3_48","PUBLISHED","2011","AMR","VEN","45824","","","",""
"WHS3_48","PUBLISHED","2006","WPR","VNM","22637","","","",""
"WHS3_48","PUBLISHED","2007","WPR","VNM","16389","","","",""
"WHS3_48","PUBLISHED","2008","WPR","VNM","11355","","","",""
"WHS3_48","PUBLISHED","2009","WPR","VNM","16130","","","",""
"WHS3_48","PUBLISHED","2010","WPR","VNM","17515","","","",""
"WHS3_48","PUBLISHED","2011","WPR","VNM","16612","","","",""
"WHS3_48","PUBLISHED","2006","EMR","YEM","55000","","","",""
"WHS3_48","PUBLISHED","2007","EMR","YEM","67677","","","",""
"WHS3_48","PUBLISHED","2008","EMR","YEM","44206","","","",""
"WHS3_48","PUBLISHED","2009","EMR","YEM","55446","","","",""
"WHS3_48","PUBLISHED","2010","EMR","YEM","106697","","","",""
"WHS3_48","PUBLISHED","2011","EMR","YEM","90410","","","",""
"WHS3_48","PUBLISHED","2007","AFR","ZMB","0","","","",""
"WHS3_48","PUBLISHED","2008","AFR","ZMB","0","","","",""
"WHS3_48","PUBLISHED","2009","AFR","ZMB","0","","","",""
"WHS3_48","PUBLISHED","2006","AFR","ZWE","39404","","","",""
"WHS3_48","PUBLISHED","2007","AFR","ZWE","116518","","","",""
"WHS3_48","PUBLISHED","2008","AFR","ZWE","32788","","","",""
"WHS3_48","PUBLISHED","2009","AFR","ZWE","114028","","","",""
"WHS3_48","PUBLISHED","2010","AFR","ZWE","249379","","","",""
"WHS3_48","PUBLISHED","2011","AFR","ZWE","319935","","","",""

