"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","United Kingdom","8173","8173","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","United Kingdom","8261","8261","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","United Kingdom","7981","7981","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","United Kingdom","8242","8242","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Lower-middle-income","Georgia","1625","1625","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Lower-middle-income","Georgia","3522","3522","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Lower-middle-income","Georgia","8446","8446","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Lower-middle-income","Georgia","6302","6302","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Lower-middle-income","Georgia","4793","4793","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Lower-middle-income","Georgia","4011","4011","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Lower-middle-income","Georgia","4503","4503","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Lower-middle-income","Georgia","4555","4555","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Lower-middle-income","Georgia","4312","4312","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Lower-middle-income","Georgia","3940","3940","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Greece","939","939","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Greece","945","945","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Greece","767","767","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Greece","1152","1152","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Greece","594","594","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Greece","734","734","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Greece","693","693","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Greece","618","618","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Croatia","2576","2576","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Croatia","2158","2158","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Croatia","2189","2189","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Croatia","2118","2118","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Croatia","1765","1765","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Croatia","1630","1630","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Croatia","1376","1376","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Croatia","1029","1029","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Croatia","951","951","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Croatia","980","980","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Croatia","832","832","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Hungary","4209","4209","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Hungary","4163","4163","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Hungary","4339","4339","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Hungary","4403","4403","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Hungary","4240","4240","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Hungary","2720","2720","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Hungary","2720","2720","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Hungary","2251","2251","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Hungary","1808","1808","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Hungary","1543","1543","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Hungary","1279","1279","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Hungary","1159","1159","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Ireland","640","640","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Ireland","604","604","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Ireland","598","598","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Ireland","544","544","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Ireland","455","455","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Ireland","386","386","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Ireland","393","393","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Ireland","375","375","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Ireland","430","430","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Ireland","479","479","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Ireland","396","396","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Ireland","398","398","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Iceland","16","16","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Iceland","11","11","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Iceland","18","18","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Iceland","12","12","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Iceland","13","13","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Iceland","12","12","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Iceland","8","8","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Iceland","5","5","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Iceland","11","11","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Iceland","12","12","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Iceland","22","22","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Iceland","8","8","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Iceland","10","10","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Israel","419","419","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Israel","395","395","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Israel","398","398","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Israel","369","369","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Israel","422","422","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Israel","466","466","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Israel","472","472","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Israel","456","456","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Israel","371","371","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Israel","340","340","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Israel","412","412","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Israel","506","506","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Italy","4246","4246","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Italy","3719","3719","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Italy","4685","4685","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Italy","4734","4734","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Italy","5727","5727","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Italy","4429","4429","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Italy","3501","3501","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Italy","4287","4287","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Italy","4145","4145","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Italy","2755","2755","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Italy","4126","4126","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Italy","3877","3877","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Kazakhstan","10969","10969","","",""
